Date,Open,High,Low,Close,Volume
2017-03-30,1042.0,1049.0,1020.0,1030.0,22500.0
2017-03-29,1046.0,1046.0,1018.0,1039.0,27500.0
2017-03-28,1023.0,1036.0,1011.0,1036.0,42500.0
2017-03-27,1000.0,1009.0,990.0,1003.0,26400.0
2017-03-24,1014.0,1022.0,1004.0,1016.0,17500.0
2017-03-23,1010.0,1018.0,1000.0,1002.0,21200.0
2017-03-22,1013.0,1030.0,1011.0,1011.0,29700.0
2017-03-21,1047.0,1048.0,1029.0,1039.0,40500.0
2017-03-17,1044.0,1064.0,1037.0,1056.0,56600.0
2017-03-16,1030.0,1057.0,1025.0,1051.0,40400.0
2017-03-15,1051.0,1061.0,1031.0,1041.0,25200.0
2017-03-14,1067.0,1069.0,1045.0,1058.0,30400.0
2017-03-13,1070.0,1080.0,1060.0,1063.0,48200.0
2017-03-10,1070.0,1088.0,1066.0,1077.0,68400.0
2017-03-09,1042.0,1060.0,1039.0,1056.0,20100.0
2017-03-08,1054.0,1054.0,1038.0,1045.0,18600.0
2017-03-07,1050.0,1054.0,1050.0,1051.0,15300.0
2017-03-06,1052.0,1063.0,1051.0,1057.0,16400.0
2017-03-03,1062.0,1065.0,1052.0,1060.0,15500.0
2017-03-02,1060.0,1075.0,1060.0,1072.0,28500.0
2017-03-01,1063.0,1063.0,1049.0,1062.0,9900.0
2017-02-28,1047.0,1066.0,1033.0,1059.0,38100.0
2017-02-27,1036.0,1050.0,1029.0,1034.0,14000.0
2017-02-24,1045.0,1063.0,1038.0,1050.0,18700.0
2017-02-23,1060.0,1060.0,1047.0,1053.0,10300.0
2017-02-22,1063.0,1063.0,1049.0,1059.0,16900.0
2017-02-21,1062.0,1065.0,1049.0,1062.0,14800.0
2017-02-20,1056.0,1068.0,1047.0,1062.0,21500.0
2017-02-17,1066.0,1066.0,1047.0,1059.0,30500.0
2017-02-16,1067.0,1069.0,1051.0,1069.0,25300.0
2017-02-15,1046.0,1065.0,1046.0,1061.0,17900.0
2017-02-14,1054.0,1074.0,1043.0,1045.0,37400.0
2017-02-13,1037.0,1057.0,1027.0,1056.0,33000.0
2017-02-10,1002.0,1042.0,1001.0,1040.0,34100.0
2017-02-09,1001.0,1006.0,993.0,995.0,11800.0
2017-02-08,991.0,1008.0,985.0,1008.0,15700.0
2017-02-07,999.0,1003.0,991.0,992.0,18700.0
2017-02-06,1012.0,1020.0,999.0,1001.0,15200.0
2017-02-03,995.0,1015.0,995.0,1000.0,17700.0
2017-02-02,1010.0,1014.0,993.0,993.0,25900.0
2017-02-01,1000.0,1010.0,992.0,1006.0,18300.0
2017-01-31,1006.0,1017.0,1002.0,1010.0,19800.0
2017-01-30,1026.0,1026.0,1006.0,1012.0,27200.0
2017-01-27,1039.0,1039.0,1025.0,1026.0,17700.0
2017-01-26,1025.0,1036.0,1019.0,1027.0,26400.0
2017-01-25,1009.0,1021.0,1001.0,1011.0,20400.0
2017-01-24,1016.0,1017.0,1002.0,1007.0,12300.0
2017-01-23,1012.0,1023.0,1003.0,1016.0,15300.0
2017-01-20,1017.0,1034.0,1000.0,1028.0,34600.0
2017-01-19,1010.0,1035.0,1010.0,1028.0,42700.0
2017-01-18,1030.0,1030.0,1011.0,1020.0,31000.0
2017-01-17,1046.0,1046.0,1021.0,1022.0,24900.0
2017-01-16,1040.0,1045.0,1032.0,1045.0,16600.0
2017-01-13,1047.0,1050.0,1038.0,1044.0,19700.0
