Date,Open,High,Low,Close,Volume
2017-03-30,453.0,460.0,449.0,452.0,54000.0
2017-03-29,443.0,456.0,443.0,451.0,46000.0
2017-03-28,441.0,448.0,441.0,443.0,76400.0
2017-03-27,451.0,452.0,441.0,441.0,107200.0
2017-03-24,452.0,456.0,447.0,452.0,58300.0
2017-03-23,451.0,452.0,445.0,449.0,81300.0
2017-03-22,457.0,457.0,448.0,448.0,70000.0
2017-03-21,453.0,465.0,451.0,458.0,51000.0
2017-03-17,463.0,464.0,451.0,453.0,109000.0
2017-03-16,457.0,467.0,455.0,463.0,109100.0
2017-03-15,470.0,478.0,457.0,457.0,128600.0
2017-03-14,475.0,475.0,469.0,469.0,76800.0
2017-03-13,473.0,481.0,471.0,474.0,122300.0
2017-03-10,482.0,487.0,475.0,477.0,117700.0
2017-03-09,478.0,482.0,478.0,479.0,110800.0
2017-03-08,480.0,483.0,477.0,477.0,68400.0
2017-03-07,493.0,493.0,476.0,478.0,84000.0
2017-03-06,492.0,495.0,481.0,485.0,119700.0
2017-03-03,479.0,495.0,470.0,489.0,186600.0
2017-03-02,481.0,484.0,479.0,480.0,107300.0
2017-03-01,481.0,491.0,476.0,476.0,199900.0
2017-02-28,485.0,491.0,481.0,484.0,245300.0
2017-02-27,500.0,514.0,482.0,491.0,709200.0
2017-02-24,507.0,518.0,475.0,476.0,1806600.0
2017-02-23,444.0,448.0,443.0,446.0,55500.0
2017-02-22,447.0,447.0,440.0,444.0,76200.0
2017-02-21,447.0,450.0,440.0,446.0,65300.0
2017-02-20,452.0,454.0,445.0,447.0,66500.0
2017-02-17,455.0,460.0,450.0,454.0,51500.0
2017-02-16,463.0,463.0,453.0,458.0,78300.0
2017-02-15,463.0,467.0,456.0,461.0,125100.0
2017-02-14,472.0,472.0,463.0,471.0,73100.0
2017-02-13,467.0,472.0,466.0,466.0,68900.0
2017-02-10,474.0,474.0,466.0,469.0,52700.0
2017-02-09,473.0,474.0,466.0,467.0,65500.0
2017-02-08,482.0,482.0,468.0,471.0,87400.0
2017-02-07,480.0,480.0,464.0,466.0,86400.0
2017-02-06,475.0,481.0,470.0,481.0,40200.0
2017-02-03,468.0,475.0,468.0,475.0,44100.0
2017-02-02,478.0,479.0,467.0,467.0,35600.0
2017-02-01,466.0,479.0,466.0,472.0,78100.0
2017-01-31,472.0,477.0,465.0,468.0,60400.0
2017-01-30,466.0,474.0,466.0,470.0,48400.0
2017-01-27,465.0,509.0,465.0,465.0,578900.0
2017-01-26,474.0,476.0,466.0,466.0,101100.0
2017-01-25,465.0,473.0,461.0,472.0,57500.0
2017-01-24,469.0,474.0,460.0,460.0,61400.0
2017-01-23,473.0,477.0,465.0,467.0,50200.0
2017-01-20,459.0,473.0,459.0,472.0,102500.0
2017-01-19,466.0,469.0,461.0,461.0,47400.0
2017-01-18,459.0,465.0,453.0,465.0,33200.0
2017-01-17,456.0,462.0,453.0,457.0,40800.0
2017-01-16,461.0,466.0,457.0,458.0,39200.0
2017-01-13,463.0,466.0,459.0,461.0,31200.0
2017-01-12,477.0,477.0,458.0,463.0,84300.0
2017-01-11,477.0,500.0,472.0,479.0,134800.0
2017-01-10,478.0,483.0,475.0,479.0,57800.0
2017-01-06,483.0,484.0,474.0,478.0,49700.0
2017-01-05,471.0,482.0,471.0,482.0,84300.0
2017-01-04,463.0,474.0,459.0,473.0,87900.0
2016-12-30,459.0,469.0,454.0,459.0,45200.0
2016-12-29,461.0,462.0,447.0,457.0,46700.0
2016-12-28,443.0,479.0,443.0,460.0,95800.0
2016-12-27,442.0,445.0,440.0,442.0,112000.0
2016-12-26,442.0,448.0,441.0,441.0,126000.0
2016-12-22,450.0,452.0,440.0,452.0,130700.0
2016-12-21,457.0,459.0,450.0,451.0,86000.0
2016-12-20,460.0,466.0,454.0,458.0,90400.0
2016-12-19,465.0,467.0,460.0,463.0,59800.0
2016-12-16,474.0,476.0,468.0,469.0,76300.0
2016-12-15,470.0,479.0,470.0,473.0,71600.0
2016-12-14,480.0,485.0,472.0,472.0,46800.0
2016-12-13,479.0,489.0,475.0,482.0,48700.0
2016-12-12,470.0,485.0,466.0,484.0,58500.0
2016-12-09,459.0,475.0,458.0,469.0,69900.0
2016-12-08,463.0,465.0,455.0,464.0,49100.0
2016-12-07,453.0,462.0,453.0,459.0,32800.0
2016-12-06,457.0,459.0,452.0,456.0,32500.0
2016-12-05,461.0,463.0,455.0,458.0,35200.0
2016-12-02,468.0,470.0,463.0,464.0,18900.0
2016-12-01,472.0,475.0,465.0,466.0,68000.0
2016-11-30,463.0,471.0,461.0,471.0,38800.0
2016-11-29,461.0,467.0,461.0,463.0,24900.0
2016-11-28,463.0,469.0,459.0,464.0,40300.0
2016-11-25,471.0,477.0,467.0,468.0,30500.0
2016-11-24,475.0,477.0,468.0,472.0,42100.0
2016-11-22,485.0,485.0,469.0,475.0,38200.0
2016-11-21,488.0,491.0,479.0,479.0,43100.0
2016-11-18,480.0,484.0,477.0,484.0,43600.0
2016-11-17,485.0,486.0,477.0,480.0,34800.0
2016-11-16,472.0,484.0,472.0,483.0,43700.0
2016-11-15,475.0,475.0,466.0,473.0,23200.0
2016-11-14,454.0,473.0,454.0,470.0,33700.0
2016-11-11,447.0,461.0,447.0,461.0,36900.0
2016-11-10,455.0,458.0,440.0,448.0,47500.0
2016-11-09,462.0,466.0,405.0,423.0,147400.0
