Date,Open,High,Low,Close,Volume
2017-03-30,393.0,394.0,380.0,384.0,29100.0
2017-03-29,396.0,399.0,393.0,398.0,23400.0
2017-03-28,402.0,403.0,395.0,397.0,28400.0
2017-03-27,400.0,405.0,395.0,402.0,18000.0
2017-03-24,407.0,414.0,407.0,411.0,3500.0
2017-03-23,405.0,409.0,405.0,408.0,5500.0
2017-03-22,408.0,411.0,408.0,410.0,1900.0
2017-03-21,416.0,416.0,400.0,411.0,26800.0
2017-03-17,417.0,418.0,417.0,417.0,4800.0
2017-03-16,419.0,423.0,418.0,423.0,5200.0
2017-03-15,419.0,422.0,417.0,417.0,5700.0
2017-03-14,418.0,423.0,418.0,418.0,7300.0
2017-03-13,417.0,429.0,417.0,419.0,10700.0
2017-03-10,427.0,427.0,416.0,416.0,19900.0
2017-03-09,418.0,427.0,418.0,423.0,16300.0
2017-03-08,418.0,423.0,415.0,417.0,15900.0
2017-03-07,417.0,420.0,416.0,418.0,12200.0
2017-03-06,418.0,420.0,417.0,419.0,5100.0
2017-03-03,419.0,423.0,418.0,418.0,3900.0
2017-03-02,429.0,429.0,418.0,419.0,10800.0
2017-03-01,421.0,431.0,417.0,421.0,11600.0
2017-02-28,418.0,421.0,418.0,420.0,4900.0
2017-02-27,423.0,430.0,416.0,418.0,16700.0
2017-02-24,417.0,423.0,415.0,423.0,38400.0
2017-02-23,418.0,418.0,408.0,410.0,14700.0
2017-02-22,416.0,423.0,410.0,411.0,13900.0
2017-02-21,409.0,419.0,407.0,410.0,12400.0
2017-02-20,413.0,413.0,406.0,408.0,11400.0
2017-02-17,411.0,412.0,408.0,412.0,24900.0
2017-02-16,421.0,422.0,406.0,408.0,43900.0
2017-02-15,415.0,425.0,413.0,417.0,18100.0
2017-02-14,418.0,420.0,411.0,412.0,20100.0
2017-02-13,410.0,421.0,410.0,412.0,51400.0
2017-02-10,404.0,409.0,386.0,407.0,187500.0
2017-02-09,465.0,468.0,455.0,458.0,26000.0
2017-02-08,463.0,465.0,457.0,461.0,14300.0
2017-02-07,461.0,466.0,461.0,462.0,3300.0
2017-02-06,459.0,470.0,455.0,462.0,16700.0
2017-02-03,457.0,475.0,457.0,460.0,12000.0
2017-02-02,467.0,469.0,457.0,457.0,11100.0
2017-02-01,472.0,475.0,467.0,467.0,10600.0
2017-01-31,476.0,483.0,472.0,472.0,10400.0
2017-01-30,480.0,485.0,471.0,477.0,21500.0
2017-01-27,472.0,530.0,465.0,482.0,154700.0
2017-01-26,465.0,470.0,464.0,465.0,23300.0
2017-01-25,462.0,464.0,456.0,460.0,12200.0
2017-01-24,461.0,461.0,458.0,459.0,1500.0
2017-01-23,460.0,460.0,456.0,459.0,3400.0
2017-01-20,460.0,460.0,453.0,460.0,18000.0
2017-01-19,460.0,460.0,456.0,459.0,3200.0
2017-01-18,453.0,457.0,446.0,456.0,8900.0
2017-01-17,468.0,468.0,453.0,453.0,8600.0
2017-01-16,464.0,470.0,458.0,465.0,10600.0
2017-01-13,452.0,465.0,452.0,464.0,14200.0
2017-01-12,475.0,475.0,445.0,460.0,24800.0
2017-01-11,465.0,471.0,460.0,471.0,71600.0
2017-01-10,451.0,458.0,444.0,458.0,63400.0
2017-01-06,446.0,448.0,444.0,448.0,12100.0
2017-01-05,440.0,446.0,440.0,446.0,6700.0
2017-01-04,438.0,450.0,438.0,443.0,17000.0
2016-12-30,431.0,441.0,431.0,438.0,7700.0
2016-12-29,438.0,440.0,435.0,435.0,8200.0
2016-12-28,431.0,439.0,431.0,436.0,9500.0
2016-12-27,429.0,440.0,426.0,433.0,15500.0
2016-12-26,433.0,433.0,432.0,433.0,10000.0
2016-12-22,431.0,434.0,431.0,433.0,6900.0
2016-12-21,445.0,445.0,433.0,433.0,11300.0
2016-12-20,442.0,450.0,432.0,445.0,8600.0
2016-12-19,434.0,450.0,427.0,450.0,38600.0
2016-12-16,450.0,459.0,434.0,442.0,54200.0
2016-12-15,451.0,455.0,447.0,455.0,16500.0
2016-12-14,444.0,455.0,443.0,451.0,48500.0
2016-12-13,434.0,444.0,434.0,444.0,35300.0
2016-12-12,430.0,434.0,428.0,434.0,32000.0
2016-12-09,428.0,429.0,423.0,427.0,31300.0
2016-12-08,430.0,430.0,424.0,427.0,24000.0
2016-12-07,429.0,432.0,425.0,429.0,32100.0
2016-12-06,429.0,434.0,427.0,429.0,34400.0
2016-12-05,428.0,429.0,426.0,429.0,10600.0
2016-12-02,429.0,429.0,425.0,427.0,16400.0
2016-12-01,420.0,430.0,420.0,428.0,36300.0
2016-11-30,426.0,428.0,421.0,424.0,7800.0
2016-11-29,426.0,429.0,426.0,426.0,2100.0
2016-11-28,422.0,425.0,421.0,424.0,14000.0
2016-11-25,427.0,430.0,421.0,421.0,11900.0
2016-11-24,429.0,431.0,426.0,430.0,17200.0
2016-11-22,434.0,435.0,423.0,427.0,11700.0
2016-11-21,434.0,437.0,431.0,435.0,15200.0
2016-11-18,421.0,443.0,421.0,438.0,25000.0
2016-11-17,413.0,420.0,413.0,420.0,13700.0
2016-11-16,421.0,421.0,411.0,414.0,1600.0
2016-11-15,410.0,417.0,410.0,414.0,7800.0
2016-11-14,411.0,415.0,411.0,412.0,8400.0
2016-11-11,410.0,413.0,405.0,411.0,19100.0
2016-11-10,420.0,422.0,405.0,414.0,69100.0
2016-11-09,450.0,454.0,424.0,425.0,30700.0
2016-11-08,436.0,449.0,436.0,442.0,11600.0
